Project_Name,Class_Name,Release_ID,Original_NSmells,Actual_Bugginess,Predicted_BPlus,Probability_BPlus_YES,Predicted_B,Probability_B_YES,Transition,Preventable_Actual_Buggy
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/ServerCnxn.java,11,36.0000,NO,NO,0.08000000,NO,0.42000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/encryption/DataEncryptionManager.java,11,2.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/Watcher.java,11,16.0000,NO,NO,0.10000000,NO,0.08000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/JDouble.java,12,1.0000,NO,NO,0.00000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/auth/ProviderRegistry.java,12,3.0000,NO,NO,0.03000000,NO,0.05000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/CGenerator.java,12,1.0000,NO,NO,0.00000000,NO,0.04000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/NIOServerCnxnFactory.java,12,10.0000,YES,YES,0.87000000,YES,0.85000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/flexible/QuorumMaj.java,12,1.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/PurgeTxnLog.java,12,11.0000,NO,NO,0.17000000,NO,0.22000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/resources/JAXBContextResolver.java,12,3.0000,NO,NO,0.00000000,NO,0.16000000,NO_TO_NO,NO
ZOOKEEPER,src/recipes/election/src/java/org/apache/zookeeper/recipes/leader/LeaderElectionSupport.java,12,12.0000,NO,NO,0.22000000,NO,0.32000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/RandomAccessFileReader.java,12,28.0000,NO,NO,0.01000000,NO,0.06000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/JField.java,12,1.0000,NO,NO,0.00000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/LeaderBean.java,12,1.0000,NO,NO,0.05000000,NO,0.05000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/client/ConnectStringParser.java,12,4.0000,NO,NO,0.00000000,NO,0.10000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/flexible/QuorumHierarchical.java,12,14.0000,NO,NO,0.14000000,NO,0.21000000,NO_TO_NO,NO
ZOOKEEPER,docs/zookeeperInternals.html,12,13.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,docs/releasenotes.html,12,11.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/util/ZxidUtils.java,12,5.0000,NO,NO,0.09000000,NO,0.14000000,NO_TO_NO,NO
ZOOKEEPER,docs/bookkeeperConfig.html,12,5.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,docs/bookkeeperStarted.html,12,8.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/common/PathUtils.java,12,4.0000,NO,NO,0.00000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/RecordWriter.java,12,12.0000,NO,NO,0.02000000,NO,0.02000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/ServerCnxnFactory.java,12,8.0000,NO,NO,0.10000000,NO,0.15000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/monitoring/check_zookeeper.py,12,18.0000,NO,NO,0.00000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/servlets/StaticContent.java,12,1.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/Op.java,12,2.0000,YES,YES,0.90000000,YES,0.87000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/persistence/Util.java,12,9.0000,YES,YES,0.89000000,YES,0.83000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/ClientCnxn.java,12,36.0000,YES,YES,1.00000000,YES,0.98000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java,12,15.0000,NO,NO,0.29000000,NO,0.36000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/JRecord.java,12,36.0000,NO,NO,0.29000000,NO,0.46000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/LogEntry.java,12,6.0000,NO,NO,0.00000000,NO,0.20000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/Utils.java,12,15.0000,NO,NO,0.00000000,NO,0.17000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/jmx/CommonNames.java,12,2.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/LogIterator.java,12,2.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/zkpython/src/examples/watch_znode_for_changes.py,12,3.0000,NO,NO,0.00000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/ServerStats.java,12,11.0000,YES,YES,1.00000000,YES,0.69000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/Leader.java,12,53.0000,YES,YES,1.00000000,YES,0.97000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/MultiTransactionRecord.java,12,1.0000,NO,NO,0.06000000,NO,0.07000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/ZooKeeperServer.java,12,23.0000,YES,YES,1.00000000,YES,0.98000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/ZooKeeperMain.java,12,75.0000,YES,YES,0.97000000,YES,0.93000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/ZooKeeper.java,12,24.0000,YES,YES,1.00000000,YES,0.98000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/Environment.java,12,2.0000,NO,NO,0.05000000,NO,0.07000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/manager/ZooInspectorManagerImpl.java,12,26.0000,NO,NO,0.00000000,NO,0.19000000,NO_TO_NO,NO
ZOOKEEPER,docs/zookeeperHierarchicalQuorums.html,12,1.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/QuorumStats.java,12,5.0000,NO,NO,0.00000000,NO,0.07000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/JMap.java,12,10.0000,NO,NO,0.00000000,NO,0.09000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/MultiResponse.java,12,3.0000,NO,NO,0.10000000,NO,0.11000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/TraceFormatter.java,12,4.0000,NO,NO,0.08000000,NO,0.13000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/auth/DigestAuthenticationProvider.java,12,14.0000,NO,NO,0.03000000,NO,0.11000000,NO_TO_NO,NO
ZOOKEEPER,docs/zookeeperTutorial.html,12,5.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/auth/SaslServerCallbackHandler.java,12,3.0000,NO,NO,0.21000000,NO,0.23000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/ZooKeeperServerMain.java,12,2.0000,NO,NO,0.05000000,NO,0.07000000,NO_TO_NO,NO
ZOOKEEPER,docs/bookkeeperStream.html,12,4.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/ZooTrace.java,12,16.0000,NO,NO,0.04000000,NO,0.12000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/QuorumCnxManager.java,12,16.0000,YES,YES,1.00000000,YES,0.99000000,YES_TO_YES,NO
ZOOKEEPER,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/logger/LoggerFactory.java,12,1.0000,NO,NO,0.01000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/filterops/NumberArg.java,12,1.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/jmx/ManagedUtil.java,12,3.0000,YES,YES,0.88000000,YES,0.78000000,YES_TO_YES,NO
ZOOKEEPER,src/contrib/huebrowser/zkui/src/zkui/utils.py,12,1.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/huebrowser/zkui/src/zkui/stats.py,12,2.0000,NO,NO,0.00000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/LogFormatter.java,12,6.0000,YES,YES,0.73000000,YES,0.67000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/FastLeaderElection.java,12,27.0000,YES,YES,0.99000000,YES,0.98000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/JType.java,12,8.0000,NO,NO,0.00000000,NO,0.02000000,NO_TO_NO,NO
ZOOKEEPER,src/docs/status.xml,12,1.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/common/PathTrie.java,12,3.0000,NO,NO,0.05000000,NO,0.05000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/SyncRequestProcessor.java,12,8.0000,YES,YES,0.89000000,YES,0.83000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/FinalRequestProcessor.java,12,5.0000,YES,YES,0.99000000,YES,0.97000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/CommitProcessor.java,12,7.0000,YES,YES,0.99000000,YES,0.91000000,YES_TO_YES,NO
ZOOKEEPER,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/servlets/Throughput.java,12,5.0000,NO,NO,0.01000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/SessionTrackerImpl.java,12,14.0000,YES,YES,0.89000000,YES,0.81000000,YES_TO_YES,NO
ZOOKEEPER,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/filterops/StringArg.java,12,1.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/Shell.java,12,14.0000,YES,YES,0.91000000,YES,0.84000000,YES_TO_YES,NO
ZOOKEEPER,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/gui/ZooInspectorPanel.java,12,16.0000,NO,NO,0.00000000,NO,0.07000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/BinaryInputArchive.java,12,11.0000,NO,NO,0.36000000,NO,0.25000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/cfg/HostPortSet.java,12,2.0000,NO,NO,0.00000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/monitoring/test.py,12,2.0000,NO,NO,0.00000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/filterops/GreaterThanOp.java,12,3.0000,NO,NO,0.00000000,NO,0.06000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/auth/SASLAuthenticationProvider.java,12,1.0000,NO,NO,0.05000000,NO,0.04000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/DataNode.java,12,10.0000,YES,YES,0.76000000,YES,0.58000000,YES_TO_YES,NO
ZOOKEEPER,docs/bookkeeperOverview.html,12,12.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/auth/DigestLoginModule.java,12,4.0000,NO,NO,0.09000000,NO,0.13000000,NO_TO_NO,NO
ZOOKEEPER,docs/bookkeeperProgrammer.html,12,9.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/rest/src/python/zk_dump_tree.py,12,10.0000,NO,NO,0.00000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/resources/SessionsResource.java,12,2.0000,NO,NO,0.00000000,NO,0.06000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/BinaryOutputArchive.java,12,7.0000,NO,NO,0.03000000,NO,0.07000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/MeasureThroughput.java,12,11.0000,NO,NO,0.01000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/huebrowser/zkui/src/zkui/views.py,12,1.0000,NO,NO,0.00000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/FollowerZooKeeperServer.java,12,3.0000,NO,NO,0.23000000,NO,0.30000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/WatchManager.java,12,4.0000,YES,YES,0.79000000,YES,0.75000000,YES_TO_YES,NO
ZOOKEEPER,docs/zookeeperProgrammers.html,12,35.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/servlets/Fs.java,12,2.0000,NO,NO,0.01000000,NO,0.02000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/resources/ZNodeResource.java,12,3.0000,NO,NO,0.00000000,NO,0.07000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/zooinspector/src/java/org/apache/zookeeper/retry/ZooKeeperRetry.java,12,5.0000,NO,NO,0.00000000,NO,0.11000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/util/SerializeUtils.java,12,4.0000,YES,YES,0.79000000,YES,0.79000000,YES_TO_YES,NO
ZOOKEEPER,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/LogServer.java,12,2.0000,NO,NO,0.00000000,NO,0.03000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/ObserverRequestProcessor.java,12,1.0000,YES,YES,0.96000000,YES,0.95000000,YES_TO_YES,NO
ZOOKEEPER,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/gui/nodeviewer/NodeViewerData.java,12,4.0000,NO,NO,0.04000000,NO,0.18000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/servlets/NumEvents.java,12,3.0000,NO,NO,0.04000000,NO,0.04000000,NO_TO_NO,NO
ZOOKEEPER,src/recipes/lock/src/java/org/apache/zookeeper/recipes/lock/WriteLock.java,12,3.0000,NO,NO,0.00000000,NO,0.05000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/ZooDefs.java,12,31.0000,NO,NO,0.05000000,NO,0.12000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/jaxb/ZChildren.java,12,7.0000,NO,NO,0.00000000,NO,0.32000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/ReadOnlyRequestProcessor.java,12,4.0000,YES,YES,0.87000000,YES,0.84000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/Vote.java,12,5.0000,NO,NO,0.23000000,NO,0.25000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java,12,22.0000,YES,YES,1.00000000,YES,0.97000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/jute/RecordReader.java,12,12.0000,NO,NO,0.01000000,NO,0.03000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/LeaderElection.java,12,19.0000,YES,YES,0.91000000,YES,0.88000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/Learner.java,12,10.0000,YES,YES,0.95000000,YES,0.95000000,YES_TO_YES,NO
ZOOKEEPER,src/contrib/rest/src/python/zkrest.py,12,1.0000,NO,NO,0.00000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/ZooKeeperService.java,12,14.0000,NO,NO,0.01000000,NO,0.09000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/AuthFastLeaderElection.java,12,46.0000,YES,YES,0.99000000,YES,0.95000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/Request.java,12,5.0000,YES,YES,0.99000000,YES,0.91000000,YES_TO_YES,NO
ZOOKEEPER,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/servlets/JsonServlet.java,12,4.0000,NO,NO,0.00000000,NO,0.22000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/KeeperException.java,12,77.0000,NO,NO,0.28000000,NO,0.47000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/ZKDatabase.java,12,8.0000,YES,YES,0.92000000,YES,0.91000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/QuorumPeer.java,12,44.0000,YES,YES,1.00000000,YES,0.99000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/jute/XmlOutputArchive.java,12,8.0000,NO,NO,0.06000000,NO,0.08000000,NO_TO_NO,NO
ZOOKEEPER,src/recipes/lock/src/java/org/apache/zookeeper/recipes/lock/ProtocolSupport.java,12,2.0000,NO,NO,0.00000000,NO,0.03000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/jaxb/ZChildrenJSON.java,12,8.0000,NO,NO,0.00000000,NO,0.36000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/ByteBufferInputStream.java,12,2.0000,YES,YES,0.71000000,YES,0.67000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/WatchedEvent.java,12,2.0000,NO,NO,0.00000000,NO,0.05000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/gui/ZooInspectorNodeViewersPanel.java,12,7.0000,NO,NO,0.00000000,NO,0.17000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/util/Profiler.java,12,1.0000,NO,NO,0.01000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/filterops/SymbolArg.java,12,1.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/JBuffer.java,12,1.0000,NO,NO,0.22000000,NO,0.21000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/CreateMode.java,12,1.0000,YES,YES,0.64000000,YES,0.58000000,YES_TO_YES,NO
ZOOKEEPER,src/docs/src/documentation/skinconf.xml,12,6.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/jaxb/ZStat.java,12,16.0000,NO,NO,0.00000000,NO,0.03000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerMain.java,12,2.0000,NO,NO,0.07000000,NO,0.09000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/Transaction.java,12,2.0000,YES,YES,0.83000000,YES,0.75000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/NettyServerCnxn.java,12,15.0000,YES,YES,0.97000000,YES,0.90000000,YES_TO_YES,NO
ZOOKEEPER,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/servlets/FileLoader.java,12,2.0000,NO,NO,0.00000000,NO,0.02000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/ProposalRequestProcessor.java,12,1.0000,YES,YES,0.83000000,YES,0.82000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/persistence/FileTxnLog.java,12,15.0000,YES,YES,1.00000000,YES,0.95000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/persistence/FileTxnSnapLog.java,12,10.0000,YES,YES,0.97000000,YES,0.89000000,YES_TO_YES,NO
ZOOKEEPER,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/gui/ZooInspectorIconResources.java,12,1.0000,NO,NO,0.01000000,NO,0.04000000,NO_TO_NO,NO
ZOOKEEPER,docs/zookeeperOver.html,12,23.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/gui/ZooInspectorAboutDialog.java,12,1.0000,NO,NO,0.03000000,NO,0.02000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/ZKUtil.java,12,5.0000,YES,YES,0.70000000,YES,0.61000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/AsyncCallback.java,12,1.0000,NO,NO,0.00000000,NO,0.05000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/JLineZNodeCompletor.java,12,2.0000,NO,NO,0.06000000,NO,0.09000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/FilterException.java,12,1.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/LearnerZooKeeperServer.java,12,4.0000,NO,NO,0.04000000,NO,0.06000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/persistence/FileSnap.java,12,8.0000,NO,NO,0.03000000,NO,0.09000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/gui/ZooInspectorNodeViewersDialog.java,12,37.0000,NO,NO,0.00000000,NO,0.06000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/ZooInspector.java,12,1.0000,NO,NO,0.00000000,NO,0.09000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/OutputArchive.java,12,3.0000,NO,NO,0.02000000,NO,0.03000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/auth/KerberosName.java,12,7.0000,YES,YES,0.84000000,YES,0.80000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/client/StaticHostProvider.java,12,2.0000,NO,NO,0.03000000,NO,0.06000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/ConnectionBean.java,12,1.0000,YES,YES,0.90000000,YES,0.87000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/NettyServerCnxnFactory.java,12,8.0000,YES,YES,0.96000000,YES,0.92000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/ClientCnxnSocketNIO.java,12,5.0000,YES,YES,0.95000000,YES,0.93000000,YES_TO_YES,NO
ZOOKEEPER,docs/zookeeperObservers.html,12,4.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/JVector.java,12,14.0000,NO,NO,0.00000000,NO,0.07000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/TransactionEntry.java,12,10.0000,NO,NO,0.00000000,NO,0.04000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/jaxb/ZSession.java,12,2.0000,NO,NO,0.00000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/TxnLogSource.java,12,13.0000,YES,YES,0.71000000,YES,0.66000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/LearnerHandler.java,12,18.0000,YES,YES,1.00000000,YES,0.98000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/JFloat.java,12,1.0000,NO,NO,0.00000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,docs/javaExample.html,12,7.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/NIOServerCnxn.java,12,27.0000,YES,YES,1.00000000,YES,0.98000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/jute/CsvInputArchive.java,12,12.0000,NO,NO,0.02000000,NO,0.05000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/ServerAdminClient.java,12,16.0000,NO,NO,0.14000000,NO,0.27000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/Log4JEntry.java,12,2.0000,NO,NO,0.00000000,NO,0.03000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/FollowerRequestProcessor.java,12,1.0000,YES,YES,0.90000000,YES,0.88000000,YES_TO_YES,NO
ZOOKEEPER,src/contrib/huebrowser/zkui/src/zkui/rest.py,12,1.0000,NO,NO,0.00000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/gui/nodeviewer/NodeViewerMetaData.java,12,3.0000,NO,NO,0.00000000,NO,0.11000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/RestMain.java,12,6.0000,NO,NO,0.00000000,NO,0.06000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/ZooKeeperSaslServer.java,12,11.0000,NO,NO,0.08000000,NO,0.25000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/servlets/GraphData.java,12,1.0000,NO,NO,0.02000000,NO,0.02000000,NO_TO_NO,NO
